,NZ,N,Z,A,el,o,massexcess,uncmassex,binding,uncbind,B,beta,uncbeta,am_int,am_float,uncatmass
1826,17,81,64,145,Gd ,    ,-72926.32,19.709,8228.946,0.136,B-,-6537.909,108.066,144,921710.37,21.158
1827,15,80,65,145,Tb ,    ,-66388.411,109.174,8178.461,0.753,B-,-8145.812,109.369,144,928729.105,117.203
1828,13,79,66,145,Dy ,   x,-58242.599,6.52,8116.888,0.045,B-,-9122.493,9.902,144,937473.994,7.0
1829,11,78,67,145,Ho ,   x,-49120.105,7.452,8048.578,0.051,B-,-9.88,0.2,144,947267.394,8.0
1830,9,77,68,145,Er ,   x,-0.3924,0.002,7.975,0.001,B-,-11.657,0.28,144,9.57874,0.00215
1831,7,76,69,145,Tm ,  -p,-0.27583,0.00196,7.889,0.001,B-,0.0,0.0,144,9.70389,0.0021
1832,38,92,54,146,Xe ,   x,-47954.943,24.219,8110.415,0.166,B-,7355.429,24.391,145,948518.248,26.0
1833,36,91,55,146,Cs ,   x,-55310.372,2.893,8155.436,0.02,B-,9636.714,21.063,145,940621.87,3.106
1834,34,90,56,146,Ba ,    ,-64947.086,20.863,8216.082,0.143,B-,4103.197,33.503,145,930276.431,22.397
1835,32,89,57,146,La ,    ,-69050.283,33.616,8238.828,0.23,B-,6585.107,34.456,145,925871.468,36.088
1836,30,88,58,146,Ce ,    ,-75635.389,16.306,8278.573,0.112,B-,1045.616,32.519,145,918802.065,17.504
1837,28,87,59,146,Pr ,    ,-76681.006,34.816,8280.376,0.238,B-,4244.861,34.83,145,917679.549,37.376
1838,26,86,60,146,Nd ,    ,-80925.867,1.386,8304.092,0.009,B-,-1471.558,4.119,145,913122.503,1.488
1839,24,85,61,146,Pm ,   +,-79454.309,4.308,8288.654,0.03,B-,1542.0,3.0,145,914702.286,4.624
1840,22,84,62,146,Sm ,    ,-80996.309,3.092,8293.857,0.021,B-,-3878.768,5.869,145,913046.881,3.319
1841,20,83,63,146,Eu ,    ,-77117.541,6.026,8261.932,0.041,B-,-1031.758,7.076,145,917210.909,6.468
1842,18,82,64,146,Gd ,    ,-76085.783,4.108,8249.506,0.028,B-,-8322.173,44.749,145,918318.548,4.409
1843,16,81,65,146,Tb ,    ,-67763.61,44.862,8187.146,0.307,B-,-5208.691,45.16,145,927252.768,48.161
1844,14,80,66,146,Dy ,    ,-62554.918,6.695,8146.112,0.046,B-,-11316.699,9.392,145,932844.529,7.187
1845,12,79,67,146,Ho ,    ,-51238.219,6.587,8063.242,0.045,B-,-6916.206,9.399,145,944993.506,7.071
1846,10,78,68,146,Er ,    ,-44322.012,6.705,8010.512,0.046,B-,-13.267,0.2,145,952418.359,7.197
1847,8,77,69,146,Tm ,  -p,-0.31055,0.002,7.914,0.001,B-,0.0,0.0,145,9.66661,0.00215
1848,39,93,54,147,Xe ,   x,-0.4236,0.002,8.072,0.001,B-,9.56,0.2,146,9.54525,0.00215
1849,37,92,55,147,Cs ,   x,-51920.064,8.383,8131.8,0.057,B-,8343.965,21.454,146,944261.515,9.0
1850,35,91,56,147,Ba ,   x,-60264.029,19.748,8183.24,0.134,B-,6414.361,22.466,146,935303.9,21.2
1851,33,90,57,147,La ,   x,-66678.39,10.712,8221.553,0.073,B-,5335.501,13.725,146,928417.8,11.5
1852,31,89,58,147,Ce ,    ,-72013.891,8.58,8252.527,0.058,B-,3430.176,15.533,146,922689.903,9.211
1853,29,88,59,147,Pr ,    ,-75444.067,15.857,8270.539,0.108,B-,2702.681,15.86,146,919007.458,17.023
1854,27,87,60,147,Nd ,    ,-78146.748,1.388,8283.603,0.009,B-,895.512,0.482,146,916106.01,1.49
1855,25,86,61,147,Pm ,    ,-79042.26,1.399,8284.372,0.01,B-,224.094,0.293,146,915144.638,1.501
1856,23,85,62,147,Sm ,    ,-79266.354,1.372,8280.575,0.009,B-,-1721.598,2.281,146,914904.064,1.473
1857,21,84,63,147,Eu ,    ,-77544.756,2.63,8263.541,0.018,B-,-2187.811,2.524,146,916752.276,2.823
1858,19,83,64,147,Gd ,    ,-75356.945,1.965,8243.336,0.013,B-,-4614.28,8.147,146,919100.987,2.109
1859,17,82,65,147,Tb ,    ,-70742.665,8.1,8206.624,0.055,B-,-6546.628,11.997,146,924054.62,8.695
1860,15,81,66,147,Dy ,   x,-64196.038,8.849,8156.767,0.06,B-,-8438.945,10.164,146,931082.715,9.5
1861,13,80,67,147,Ho ,    ,-55757.092,5.001,8094.037,0.034,B-,-9149.286,38.517,146,940142.295,5.368
1862,11,79,68,147,Er ,   x,-46607.807,38.191,8026.475,0.26,B-,-10633.406,38.799,146,949964.458,41.0
1863,9,78,69,147,Tm ,    ,-35974.4,6.839,7948.817,0.047,B-,0.0,0.0,146,961379.89,7.341
1864,40,94,54,148,Xe ,   x,-0.386,0.003,8.047,0.002,B-,8.311,0.3,147,9.58561,0.00322
1865,38,93,55,148,Cs ,   x,-46910.942,13.041,8097.546,0.088,B-,10682.793,64.413,147,949639.029,14.0
1866,36,92,56,148,Ba ,   +,-57593.735,63.079,8164.441,0.426,B-,5115.0,60.0,147,938170.578,67.718
1867,34,91,57,148,La ,   x,-62708.735,19.468,8193.716,0.132,B-,7689.672,22.457,147,932679.4,20.9
1868,32,90,58,148,Ce ,    ,-70398.408,11.195,8240.387,0.076,B-,2137.016,12.567,147,924424.196,12.018
1869,30,89,59,148,Pr ,    ,-72535.424,15.043,8249.54,0.102,B-,4872.572,15.09,147,922130.015,16.148
1870,28,88,60,148,Nd ,    ,-77407.996,2.127,8277.177,0.014,B-,-542.28,5.874,147,916899.093,2.283
1871,26,87,61,148,Pm ,  +p,-76865.716,5.723,8268.226,0.039,B-,2470.548,5.642,147,917481.255,6.143
1872,24,86,62,148,Sm ,    ,-79336.264,1.367,8279.633,0.009,B-,-3036.933,10.019,147,914829.012,1.467
1873,22,85,63,148,Eu ,    ,-76299.331,10.013,8253.827,0.068,B-,-30.003,10.019,147,918089.294,10.748
1874,20,84,64,148,Gd ,    ,-76269.329,1.554,8248.338,0.011,B-,-5732.246,12.529,147,918121.503,1.668
1875,18,83,65,148,Tb ,    ,-70537.082,12.464,8204.321,0.084,B-,-2677.532,9.596,147,924275.323,13.38
1876,16,82,66,148,Dy ,    ,-67859.55,8.724,8180.943,0.059,B-,-9868.393,84.287,147,927149.772,9.366
1877,14,81,67,148,Ho ,   x,-57991.158,83.834,8108.979,0.566,B-,-6512.169,84.458,147,937743.928,90.0
1878,12,80,68,148,Er ,   x,-51478.989,10.246,8059.692,0.069,B-,-12713.962,14.491,147,944735.029,11.0
1879,10,79,69,148,Tm ,   x,-38765.027,10.246,7968.5,0.069,B-,-8.435,0.4,147,958384.029,11.0
1880,8,78,70,148,Yb ,   x,-0.3033,0.004,7.906,0.003,B-,0.0,0.0,147,9.67439,0.00429
1881,39,94,55,149,Cs ,   x,-0.4325,0.004,8.073,0.003,B-,9.87,0.593,148,9.53569,0.00429
1882,37,93,56,149,Ba ,   x,-53120.309,437.802,8133.793,2.938,B-,7099.605,481.431,148,942973.0,470.0
1883,35,92,57,149,La ,   +,-60219.913,200.262,8176.191,1.344,B-,6450.0,200.0,148,935351.26,214.99
1884,33,91,58,149,Ce ,   x,-66669.913,10.246,8214.229,0.069,B-,4369.452,14.23,148,928426.9,11.0
1885,31,90,59,149,Pr ,   x,-71039.366,9.874,8238.303,0.066,B-,3336.1,10.101,148,923736.1,10.6
1886,29,89,60,149,Nd ,  -n,-74375.466,2.128,8255.442,0.014,B-,1688.79,2.455,148,920154.648,2.284
1887,27,88,61,149,Pm ,    ,-76064.256,2.267,8261.526,0.015,B-,1071.481,1.875,148,918341.658,2.434
1888,25,87,62,149,Sm ,    ,-77135.737,1.311,8263.466,0.009,B-,-694.625,3.788,148,917191.375,1.407
1889,23,86,63,149,Eu ,    ,-76441.112,3.951,8253.554,0.027,B-,-1314.101,4.136,148,917937.086,4.241
1890,21,85,64,149,Gd ,    ,-75127.011,3.36,8239.484,0.023,B-,-3638.343,4.339,148,919347.831,3.607
1891,19,84,65,149,Tb ,    ,-71488.669,3.667,8209.815,0.025,B-,-3792.76,9.162,148,923253.753,3.936
1892,17,83,66,149,Dy ,    ,-67695.909,9.221,8179.109,0.062,B-,-6049.33,12.803,148,927325.448,9.898
1893,15,82,67,149,Ho ,    ,-61646.578,11.99,8133.259,0.08,B-,-7904.963,30.408,148,933819.672,12.871
1894,13,81,68,149,Er ,   x,-53741.615,27.945,8074.955,0.188,B-,-9.859,0.198,148,942306.0,30.0
1895,11,80,69,149,Tm ,   x,-0.43883,0.00196,8.004,0.001,B-,-10.684,0.358,148,9.5289,0.0021
1896,9,79,70,149,Yb ,   x,-0.33198,0.003,7.927,0.002,B-,0.0,0.0,148,9.6436,0.00322
1897,40,95,55,150,Cs ,   x,-0.3817,0.004,8.039,0.003,B-,11.73,0.5,149,9.59023,0.00429
1898,38,94,56,150,Ba ,   x,-0.499,0.003,8.112,0.002,B-,6.23,0.529,149,9.4643,0.00322
1899,36,93,57,150,La ,   x,-56129.966,435.473,8148.225,2.903,B-,8716.888,435.631,149,939742.0,467.5
1900,34,92,58,150,Ce ,    ,-64846.854,11.697,8201.122,0.078,B-,3453.625,14.291,149,930384.035,12.556
1901,32,91,59,150,Pr ,    ,-68300.479,9.015,8218.931,0.06,B-,5379.276,9.085,149,926676.415,9.678
1902,30,90,60,150,Nd ,    ,-73679.755,1.289,8249.577,0.009,B-,-82.616,20.001,149,920901.525,1.384
1903,28,89,61,150,Pm ,   +,-73597.139,20.041,8243.81,0.134,B-,3454.0,20.0,149,920990.217,21.514
1904,26,88,62,150,Sm ,    ,-77051.139,1.274,8261.621,0.009,B-,-2258.905,6.181,149,917282.195,1.368
1905,24,87,63,150,Eu ,    ,-74792.234,6.253,8241.346,0.042,B-,971.7,3.543,149,919707.229,6.712
1906,22,86,64,150,Gd ,    ,-75763.934,6.076,8242.609,0.041,B-,-4658.213,8.379,149,918664.066,6.523
1907,20,85,65,150,Tb ,    ,-71105.721,7.384,8206.338,0.049,B-,-1796.122,8.389,149,923664.864,7.927
1908,18,84,66,150,Dy ,    ,-69309.6,4.348,8189.149,0.029,B-,-7363.719,14.468,149,925593.08,4.667
1909,16,83,67,150,Ho ,    ,-61945.881,14.168,8134.842,0.094,B-,-4114.568,13.591,149,933498.358,15.21
1910,14,82,68,150,Er ,    ,-57831.313,17.195,8102.195,0.115,B-,-11.34,0.196,149,937915.528,18.459
1911,12,81,69,150,Tm ,   x,-0.46491,0.00196,8.021,0.001,B-,-7.852,0.358,149,9.5009,0.0021
1912,10,80,70,150,Yb ,   x,-0.38638,0.003,7.964,0.002,B-,-13.998,0.424,149,9.5852,0.00322
1913,8,79,71,150,Lu ,  -p,-0.2464,0.003,7.865,0.002,B-,0.0,0.0,149,9.73548,0.00322
1914,41,96,55,151,Cs ,   x,-0.3423,0.005,8.013,0.003,B-,10.71,0.64,150,9.63253,0.00537
1915,39,95,56,151,Ba ,   x,-0.4494,0.004,8.079,0.003,B-,8.37,0.591,150,9.51755,0.00429
1916,37,94,57,151,La ,   x,-53310.333,435.473,8129.043,2.884,B-,7914.718,435.833,150,942769.0,467.5
1917,35,93,58,151,Ce ,   x,-61225.052,17.698,8176.277,0.117,B-,5554.578,21.189,150,934272.2,19.0
1918,33,92,59,151,Pr ,    ,-66779.63,11.651,8207.881,0.077,B-,4163.358,11.689,150,928309.114,12.507
1919,31,91,60,151,Nd ,    ,-70942.988,1.293,8230.272,0.009,B-,2443.075,4.473,150,923839.565,1.387
1920,29,90,61,151,Pm ,    ,-73386.063,4.653,8241.27,0.031,B-,1190.217,4.476,150,921216.817,4.994
1921,27,89,62,151,Sm ,    ,-74576.279,1.273,8243.971,0.008,B-,76.574,0.538,150,919939.066,1.367
1922,25,88,63,151,Eu ,    ,-74652.854,1.325,8239.297,0.009,B-,-464.116,2.779,150,919856.86,1.422
1923,23,87,64,151,Gd ,    ,-74188.737,3.056,8231.043,0.02,B-,-2565.233,3.762,150,920355.109,3.28
1924,21,86,65,151,Tb ,    ,-71623.504,4.137,8208.873,0.027,B-,-2871.099,4.944,150,923109.001,4.441
1925,19,85,66,151,Dy ,  -a,-68752.405,3.293,8184.678,0.022,B-,-5129.667,8.756,150,926191.253,3.535
1926,17,84,67,151,Ho ,  -a,-63622.738,8.302,8145.526,0.055,B-,-5356.454,18.444,150,931698.177,8.912
1927,15,83,68,151,Er ,   x,-58266.284,16.47,8104.872,0.109,B-,-7493.528,25.46,150,937448.567,17.681
1928,13,82,69,151,Tm ,  +a,-50772.756,19.416,8050.064,0.129,B-,-9230.414,300.136,150,945493.201,20.843
1929,11,81,70,151,Yb ,  ep,-41542.342,300.492,7983.755,1.99,B-,-11.434,0.425,150,955402.458,322.591
1930,9,80,71,151,Lu ,  -p,-0.30108,0.003,7.903,0.002,B-,0.0,0.0,150,9.67677,0.00322
1931,42,97,55,152,Cs ,   x,-0.2893,0.005,7.979,0.003,B-,12.78,0.64,151,9.68942,0.00537
1932,40,96,56,152,Ba ,   x,-0.4171,0.004,8.057,0.003,B-,7.58,0.5,151,9.55222,0.00429
1933,38,95,57,152,La ,   x,-0.4929,0.003,8.102,0.002,B-,9.69,0.361,151,9.47085,0.00322
1934,36,94,58,152,Ce ,   x,-0.5898,0.002,8.161,0.001,B-,4.778,0.201,151,9.36682,0.00215
1935,34,93,59,152,Pr ,   x,-63758.063,18.537,8187.104,0.122,B-,6391.344,30.71,151,931552.9,19.9
1936,32,92,60,152,Nd ,    ,-70149.407,24.485,8224.005,0.161,B-,1104.778,18.501,151,924691.509,26.285
1937,30,91,61,152,Pm ,    ,-71254.186,25.912,8226.127,0.17,B-,3508.417,25.886,151,923505.481,27.817
1938,28,90,62,152,Sm ,    ,-74762.603,1.212,8244.061,0.008,B-,-1874.348,0.687,151,919739.04,1.301
1939,26,89,63,152,Eu ,    ,-72888.255,1.326,8226.583,0.009,B-,1818.661,0.702,151,921751.235,1.423
1940,24,88,64,152,Gd ,    ,-74706.916,1.206,8233.401,0.008,B-,-3990.0,40.0,151,919798.822,1.294
1941,22,87,65,152,Tb ,   -,-70716.916,40.018,8202.004,0.263,B-,-599.044,40.258,151,924082.263,42.961
1942,20,86,66,152,Dy ,  -a,-70117.873,4.624,8192.916,0.03,B-,-6513.102,13.325,151,924725.363,4.963
1943,18,85,67,152,Ho ,    ,-63604.771,12.529,8144.919,0.082,B-,-3104.394,9.815,151,931717.465,13.45
1944,16,84,68,152,Er ,    ,-60500.377,8.83,8119.349,0.058,B-,-8780.104,54.743,151,935050.169,9.479
1945,14,83,69,152,Tm ,    ,-51720.273,54.027,8056.438,0.355,B-,-5449.892,139.62,151,944476.0,58.0
1946,12,82,70,152,Yb ,    ,-46270.381,149.708,8015.436,0.985,B-,-12.848,0.246,151,950326.7,160.718
1947,10,81,71,152,Lu ,   x,-0.33422,0.00196,7.926,0.001,B-,0.0,0.0,151,9.6412,0.0021
1948,41,97,56,153,Ba ,   x,-0.3647,0.004,8.023,0.003,B-,9.59,0.5,152,9.60848,0.00429
1949,39,96,57,153,La ,   x,-0.4606,0.003,8.081,0.002,B-,8.85,0.361,152,9.50553,0.00322
1950,37,95,58,153,Ce ,   x,-0.5491,0.002,8.134,0.001,B-,6.659,0.201,152,9.41052,0.00215
1951,35,94,59,153,Pr ,    ,-61568.463,11.882,8172.036,0.078,B-,5761.834,12.19,152,933903.532,12.755
1952,33,93,60,153,Nd ,    ,-67330.297,2.747,8204.582,0.018,B-,3317.527,9.355,152,927717.949,2.948
1953,31,92,61,153,Pm ,    ,-70647.824,9.066,8221.152,0.059,B-,1911.862,9.093,152,924156.436,9.732
1954,29,91,62,153,Sm ,  -n,-72559.686,1.219,8228.534,0.008,B-,807.536,0.708,152,922103.969,1.309
1955,27,90,63,153,Eu ,    ,-73367.222,1.33,8228.699,0.009,B-,-484.671,0.717,152,921237.043,1.428
1956,25,89,64,153,Gd ,    ,-72882.551,1.203,8220.418,0.008,B-,-1569.213,3.845,152,921757.359,1.291
1957,23,88,65,153,Tb ,    ,-71313.338,3.995,8205.048,0.026,B-,-2170.394,1.933,152,923441.978,4.289
1958,21,87,66,153,Dy ,    ,-69142.943,4.048,8185.749,0.026,B-,-4130.84,6.157,152,925771.992,4.346
1959,19,86,67,153,Ho ,  -a,-65012.103,5.094,8153.637,0.033,B-,-4543.499,9.916,152,930206.632,5.468
1960,17,85,68,153,Er ,    ,-60468.604,9.321,8118.827,0.061,B-,-6495.276,12.891,152,935084.279,10.006
1961,15,84,69,153,Tm ,    ,-53973.329,11.983,8071.261,0.078,B-,-6.765,0.196,152,942057.244,12.864
1962,13,83,70,153,Yb ,   x,-0.47208,0.00196,8.022,0.001,B-,-8.835,0.247,152,9.4932,0.0021
1963,11,82,71,153,Lu ,  +a,-38372.844,150.034,7959.07,0.981,B-,-11.073,0.335,152,958805.054,161.068
1964,9,81,72,153,Hf ,   x,-0.273,0.003,7.882,0.002,B-,0.0,0.0,152,9.70692,0.00322
1965,42,98,56,154,Ba ,   x,-0.3282,0.005,8.0,0.003,B-,8.709,0.583,153,9.64766,0.00537
1966,40,97,57,154,La ,   x,-0.4153,0.003,8.051,0.002,B-,10.69,0.361,153,9.55416,0.00322
1967,38,96,58,154,Ce ,   x,-0.5222,0.002,8.116,0.001,B-,5.885,0.23,153,9.4394,0.00215
1968,36,95,59,154,Pr ,   +,-58104.976,113.009,8148.892,0.734,B-,7720.0,100.0,153,937621.738,121.32
1969,34,94,60,154,Nd ,   +,-65824.976,52.642,8193.942,0.342,B-,2687.0,25.0,153,929333.977,56.513
1970,32,93,61,154,Pm ,  IT,-68511.976,46.326,8206.31,0.301,B-,3943.2,46.303,153,926449.364,49.733
1971,30,92,62,154,Sm ,    ,-72455.176,1.462,8226.835,0.009,B-,-717.056,1.103,153,922216.164,1.569
1972,28,91,63,154,Eu ,    ,-71738.121,1.346,8217.098,0.009,B-,1967.834,0.755,153,922985.955,1.444
1973,26,90,64,154,Gd ,    ,-73705.954,1.197,8224.796,0.008,B-,-3549.651,45.298,153,920873.398,1.285
1974,24,89,65,154,Tb ,   -,-70156.303,45.314,8196.666,0.294,B-,237.604,45.901,153,924684.106,48.646
1975,22,88,66,154,Dy ,    ,-70393.907,7.445,8193.129,0.048,B-,-5754.596,10.178,153,924429.028,7.992
1976,20,87,67,154,Ho ,  -a,-64639.311,8.228,8150.681,0.053,B-,-2034.291,9.463,153,930606.841,8.833
1977,18,86,68,154,Er ,    ,-62605.02,4.986,8132.392,0.032,B-,-8177.888,14.916,153,932790.743,5.353
1978,16,85,69,154,Tm ,  -a,-54427.131,14.412,8074.208,0.094,B-,-4495.048,13.953,153,941570.067,15.472
1979,14,84,70,154,Yb ,    ,-49932.083,17.281,8039.939,0.112,B-,-10.217,0.197,153,946395.701,18.552
1980,12,83,71,154,Lu ,  +a,-0.39715,0.00196,7.969,0.001,B-,-7.045,0.358,153,9.57364,0.00211
1981,10,82,72,154,Hf ,   x,-0.3267,0.003,7.918,0.002,B-,0.0,0.0,153,9.64927,0.00322
1982,41,98,57,155,La ,   x,-0.3793,0.004,8.028,0.003,B-,9.85,0.5,154,9.5928,0.00429
1983,39,97,58,155,Ce ,   x,-0.4778,0.003,8.087,0.002,B-,7.635,0.3,154,9.48706,0.00322
1984,37,96,59,155,Pr ,    ,-55415.268,17.198,8131.039,0.111,B-,6868.456,19.472,154,940509.259,18.462
1985,35,95,60,155,Nd ,    ,-62283.724,9.153,8170.304,0.059,B-,4656.207,10.278,154,933135.668,9.826
1986,33,94,61,155,Pm ,    ,-66939.931,4.718,8195.296,0.03,B-,3250.888,4.946,154,928137.024,5.065
1987,31,93,62,155,Sm ,  -n,-70190.819,1.487,8211.223,0.01,B-,1627.273,1.202,154,924647.051,1.595
1988,29,92,63,155,Eu ,    ,-71818.092,1.401,8216.674,0.009,B-,251.788,0.87,154,922900.102,1.504
1989,27,91,64,155,Gd ,    ,-72069.88,1.191,8213.251,0.008,B-,-819.83,9.789,154,922629.796,1.278
1990,25,90,65,155,Tb ,   +,-71250.05,9.849,8202.914,0.064,B-,-2094.5,1.897,154,923509.921,10.573
1991,23,89,66,155,Dy ,    ,-69155.55,9.665,8184.354,0.062,B-,-3116.011,16.59,154,925758.459,10.375
1992,21,88,67,155,Ho ,    ,-66039.539,17.474,8159.203,0.113,B-,-3830.35,18.474,154,929103.634,18.759
1993,19,87,68,155,Er ,  -a,-62209.189,6.098,8129.444,0.039,B-,-5583.276,11.515,154,933215.684,6.546
1994,17,86,69,155,Tm ,  -a,-56625.913,9.925,8088.375,0.064,B-,-6123.305,19.341,154,939209.578,10.654
1995,15,85,70,155,Yb ,  -a,-50502.608,16.6,8043.823,0.107,B-,-7957.561,25.416,154,945783.217,17.82
1996,13,84,71,155,Lu ,  +a,-42545.047,19.246,7987.436,0.124,B-,-8.375,0.299,154,954326.011,20.661
1997,11,83,72,155,Hf ,   x,-0.3417,0.00298,7.928,0.002,B-,-10.242,0.423,154,9.63317,0.0032
1998,9,82,73,155,Ta ,  -p,-0.23928,0.003,7.857,0.002,B-,0.0,0.0,154,9.74312,0.00322
1999,42,99,57,156,La ,   x,-0.3305,0.004,7.997,0.003,B-,11.769,0.5,155,9.64519,0.00429
2000,40,98,58,156,Ce ,   x,-0.4482,0.003,8.068,0.002,B-,6.748,0.361,155,9.51884,0.00322
2001,38,97,59,156,Pr ,   x,-0.51568,0.002,8.106,0.001,B-,8.906,0.283,155,9.4464,0.00215
2002,36,96,60,156,Nd ,   +,-60473.644,200.033,8158.066,1.282,B-,3690.0,200.0,155,935078.868,214.744
2003,34,95,61,156,Pm ,    ,-64163.644,3.631,8176.705,0.023,B-,5196.786,9.285,155,931117.49,3.897
2004,32,94,62,156,Sm ,    ,-69360.43,8.546,8205.003,0.055,B-,722.118,7.902,155,925538.511,9.174
2005,30,93,63,156,Eu ,    ,-70082.548,3.59,8204.617,0.023,B-,2452.366,3.409,155,924763.285,3.853
2006,28,92,64,156,Gd ,    ,-72534.914,1.19,8215.322,0.008,B-,-2444.117,3.679,155,922130.562,1.277
2007,26,91,65,156,Tb ,    ,-70090.797,3.814,8194.639,0.024,B-,438.167,3.681,155,924754.43,4.094
2008,24,90,66,156,Dy ,    ,-70528.964,1.194,8192.433,0.008,B-,-5050.0,60.0,155,924284.038,1.281
2009,22,89,67,156,Ho ,   -,-65478.964,60.012,8155.046,0.385,B-,-1267.255,64.869,155,929705.436,64.425
2010,20,88,68,156,Er ,    ,-64211.709,24.629,8141.908,0.158,B-,-7377.159,26.71,155,931065.89,26.44
2011,18,87,69,156,Tm ,    ,-56834.55,14.279,8089.603,0.092,B-,-3568.83,12.548,155,938985.597,15.328
2012,16,86,70,156,Yb ,    ,-53265.721,9.308,8061.711,0.06,B-,-9566.176,54.916,155,942816.893,9.992
2013,14,85,71,156,Lu ,  -a,-43699.544,54.122,7995.374,0.347,B-,-5882.648,139.709,155,953086.606,58.102
2014,12,84,72,156,Hf ,    ,-37816.896,149.757,7952.65,0.96,B-,-11.956,0.334,155,959401.889,160.77
2015,10,83,73,156,Ta ,  -p,-0.25861,0.00298,7.871,0.002,B-,0.0,0.0,155,9.72237,0.0032
2016,41,99,58,157,Ce ,   x,-0.3993,0.004,8.037,0.003,B-,8.61,0.5,156,9.57133,0.00429
2017,39,98,59,157,Pr ,   x,-0.4854,0.003,8.086,0.002,B-,7.921,0.301,156,9.4789,0.00322
2018,37,97,60,157,Nd ,    ,-56461.543,24.918,8131.959,0.159,B-,5835.5,25.877,156,939386.037,26.75
2019,35,96,61,157,Pm ,    ,-62297.043,7.006,8164.145,0.045,B-,4380.534,8.265,156,933121.37,7.521
2020,33,95,62,157,Sm ,    ,-66677.577,4.433,8187.063,0.028,B-,2781.331,6.136,156,928418.673,4.759
2021,31,94,63,157,Eu ,    ,-69458.908,4.259,8199.795,0.027,B-,1364.565,4.203,156,925432.791,4.572
2022,29,93,64,157,Gd ,    ,-70823.473,1.189,8203.504,0.008,B-,-60.043,0.297,156,923967.87,1.276
2023,27,92,65,157,Tb ,    ,-70763.43,1.222,8198.138,0.008,B-,-1338.872,5.134,156,924032.328,1.311
2024,25,91,66,157,Dy ,    ,-69424.558,5.177,8184.627,0.033,B-,-2591.725,23.787,156,925469.667,5.557
2025,23,90,67,157,Ho ,    ,-66832.832,23.469,8163.136,0.149,B-,-3419.194,33.668,156,928251.999,25.195
2026,21,89,68,157,Er ,    ,-63413.639,26.505,8136.375,0.169,B-,-4704.366,38.515,156,931922.655,28.454
2027,19,88,69,157,Tm ,   x,-58709.273,27.945,8101.428,0.178,B-,-5287.374,30.003,156,936973.0,30.0
2028,17,87,70,157,Yb ,    ,-53421.898,10.92,8062.767,0.07,B-,-6981.376,14.241,156,942649.23,11.723
2029,15,86,71,157,Lu ,    ,-46440.523,12.078,8013.317,0.077,B-,-7.537,0.196,156,950144.045,12.965
2030,13,85,72,157,Hf ,  -a,-0.38903,0.00196,7.96,0.001,B-,-9.31,0.247,156,9.58236,0.0021
2031,11,84,73,157,Ta ,  IT,-29593.33,150.069,7896.043,0.956,B-,-10.123,0.427,156,968230.251,161.105
2032,9,83,74,157,W  ,   x,-0.1947,0.004,7.827,0.003,B-,0.0,0.0,156,9.79098,0.00429
2033,42,100,58,158,Ce ,   x,-0.3666,0.004,8.016,0.003,B-,7.67,0.5,157,9.60644,0.00429
2034,40,99,59,158,Pr ,   x,-0.4433,0.003,8.06,0.002,B-,9.725,0.361,157,9.5241,0.00322
2035,38,98,60,158,Nd ,   x,-0.54055,0.002,8.116,0.001,B-,5.035,0.201,157,9.4197,0.00215
2036,36,97,61,158,Pm ,    ,-59089.209,13.453,8143.254,0.085,B-,6161.034,14.299,157,936565.121,14.442
2037,34,96,62,158,Sm ,    ,-65250.243,4.892,8177.297,0.031,B-,2004.945,10.369,157,929950.979,5.251
2038,32,95,63,158,Eu ,    ,-67255.188,10.255,8185.035,0.065,B-,3434.358,10.323,157,927798.581,11.008
2039,30,94,64,158,Gd ,    ,-70689.546,1.189,8201.819,0.008,B-,-1218.878,0.987,157,924111.646,1.276
2040,28,93,65,158,Tb ,    ,-69470.668,1.401,8189.153,0.009,B-,936.681,2.495,157,925420.166,1.503
2041,26,92,66,158,Dy ,    ,-70407.349,2.365,8190.13,0.015,B-,-4219.755,27.005,157,924414.597,2.538
2042,24,91,67,158,Ho ,   -,-66187.593,27.108,8158.471,0.172,B-,-883.785,37.025,157,928944.692,29.101
2043,22,90,68,158,Er ,    ,-65303.808,25.219,8147.926,0.16,B-,-6600.615,31.341,157,929893.474,27.074
2044,20,89,69,158,Tm ,    ,-58703.194,25.219,8101.199,0.16,B-,-2692.957,26.456,157,936979.525,27.074
2045,18,88,70,158,Yb ,    ,-56010.237,7.994,8079.203,0.051,B-,-8798.047,16.872,157,939870.534,8.582
2046,16,87,71,158,Lu ,  -a,-47212.19,15.125,8018.568,0.096,B-,-5109.8,14.937,157,949315.626,16.237
2047,14,86,72,158,Hf ,    ,-42102.39,17.494,7981.276,0.111,B-,-10.936,0.197,157,954801.222,18.78
2048,12,85,73,158,Ta ,  +a,-0.31167,0.00196,7.907,0.001,B-,-7.534,0.358,157,9.66541,0.0021
2049,10,84,74,158,W  ,  -a,-0.23633,0.003,7.854,0.002,B-,0.0,0.0,157,9.74629,0.00322
2050,41,100,59,159,Pr ,   x,-0.41088,0.004,8.039,0.003,B-,8.719,0.5,158,9.5589,0.00429
2051,39,99,60,159,Nd ,   x,-0.49807,0.003,8.089,0.002,B-,6.747,0.3,158,9.4653,0.00322
2052,37,98,61,159,Pm ,    ,-56554.28,10.039,8126.859,0.063,B-,5653.495,11.644,158,939286.479,10.777
2053,35,97,62,159,Sm ,    ,-62207.775,5.934,8157.495,0.037,B-,3835.51,7.324,158,933217.202,6.369
